id,release_year,release_quarter,split_pre_release_effective,is_model_split,popularity,meanScore,popularity_quarter_pct,popularity_quarter_bucket,title_romaji,title_english,description,coverImage_extraLarge,coverImage_large,coverImage_medium,bannerImage,trailer_id,trailer_site,trailer_thumbnail,has_text_description,has_cover_image,has_banner_image,has_trailer
118132,2011,,holdout_unknown,False,105.0,38,,,Kusa no issho,The life of the weed,"A town flourishes on the sea, and a weed take shelter there. From then on, the weed endlessly repeats its small and harsh life. The weed uses its own body to perform a dance that condenses the things perceived in that town over a lifetime.
<br><br>
1st Year Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation.
<br><br>
(Source: Geidai Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118132-RPMxYBI1DwgR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b118132-RPMxYBI1DwgR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b118132-RPMxYBI1DwgR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/118132-3PGElIpryoop.jpg,skLTD7ZufoY,youtube,https://i.ytimg.com/vi/skLTD7ZufoY/hqdefault.jpg,True,True,True,True
119347,2011,2.0,train,True,118.0,41,0.0490797546012269,cold_0_25,Potecco Babies (2011),,Anime about potato characters continues.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119347-0CMXFrXci9u2.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119347-0CMXFrXci9u2.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119347-0CMXFrXci9u2.jpg,,,,,True,True,False,False
119355,2011,,holdout_unknown,False,200.0,50,,,Harbor Tale,,"“Y” is a harbor town teeming with a tremendous flow of energy. One of the red bricks there is infected with the human desire to “see things I’ve never seen before.” One day the brick, dreaming of faraway places, suddenly begins to move.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx119355-B6OS9eOyl8lP.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx119355-B6OS9eOyl8lP.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119355-B6OS9eOyl8lP.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/119355-JPqsfvpQFaxP.jpg,c19rEGgQnWA,youtube,https://i.ytimg.com/vi/c19rEGgQnWA/hqdefault.jpg,True,True,True,True
119404,2011,,holdout_unknown,False,351.0,37,,,Yoroyoro Tamatama,,"Music video for Souta Sugahara's ""Yoroyoro Tamatama"", animated by himself. The song is a cover of ""Yoroyoro"" by Kappa, created as a new year's gift for the artist.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx119404-SpniMqGnFJWv.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx119404-SpniMqGnFJWv.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119404-SpniMqGnFJWv.png,,422FgrITK60,youtube,https://i.ytimg.com/vi/422FgrITK60/hqdefault.jpg,True,True,False,True
119421,2011,,holdout_unknown,False,46.0,32,,,Hyouhon no tou,Specimens of Obsessions,"A man jumped out of the window.  Why did he have to leap out of his room?  As time reverse[s], his struggles gradually get revealed.  He has confined himself to his room and tried to escape from the horrible illusions and the memory of a.  .  .  man.  His room was full of specimens and each specimen had a significant name.
<br><br>
Graduate Work 2011, Tokyo University of the Arts, Graduate School of Film and New Media, Department of Animation
<br><br>
(Source: Nishikata Eiga]",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119421-Nxby63WtypGE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119421-Nxby63WtypGE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119421-Nxby63WtypGE.jpg,,,,,True,True,False,False
119531,2011,,holdout_unknown,False,68.0,35,,,Yamanashi,Wild Pear,"Based on the short story ""the wild Pear"" by Kenji Miyasawa.
<br><br>
Two blue lanterns reflecting the bottom of a small Tanigawa.
<br><br>
(Source: Sukimaki animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119531-Sx0DSFimn83X.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119531-Sx0DSFimn83X.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119531-Sx0DSFimn83X.jpg,,,,,True,True,False,False
119827,2011,3.0,train,True,72.0,41,0.0202702702702702,cold_0_25,Retronix Symphony,,"Music video for MOP of HEAD's song ""Retronix Symphony"".",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119827-igYjUGMXsU8X.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b119827-igYjUGMXsU8X.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b119827-igYjUGMXsU8X.png,,S2C9iWWPwtA,youtube,https://i.ytimg.com/vi/S2C9iWWPwtA/hqdefault.jpg,True,True,False,True
119920,2011,1.0,train,True,109.0,57,0.0827586206896551,cold_0_25,KiyaKiya,,"The term ""KiyaKiya"" comes from the old Japanese expression ""mune ga kiyakiya suru."" I first encountered it in Shibusawa Tatsuhiko's book Introductory Essays on Girls, in the chapter about ""childhood experiences."" The expression, which describes “an enigmatic, nostalgic, disturbing feeling,” or an impression of “deja-vu”, is at the origin of my ""KiyaKiya"" series.
<br><br>
In our everyday routine, there are moments when suddenly we feel like something is different; this unexpected change, like in my memory, feels like it has a kind of reality. This impression is at the core of “KiyaKiya” and the related painting and drawing series.
<br><br>
(Source: Official Website)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx119920-np7VnnGi3nUd.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx119920-np7VnnGi3nUd.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx119920-np7VnnGi3nUd.jpg,,,,,True,True,False,False
120131,2011,1.0,train,True,123.0,45,0.1103448275862069,cold_0_25,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,,This special is a short story about Witzy and the surprise birthday party that is planned by his friends.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120131-L7CuD6QvgbQC.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120131-L7CuD6QvgbQC.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120131-L7CuD6QvgbQC.png,,,,,True,True,False,False
120146,2011,2.0,train,True,153.0,30,0.1165644171779141,cold_0_25,Kanabun no Koushin,,"A bizarre early work by Saigo no Shudan. They used children's toy instruments to create the kitschy soundtrack. ""Kanabun"" is the Japanese colloquial name for a drone beetle (Pseudotorynorrhina japonica) which is in the scarab family.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120146-IgyjFNIwgdnN.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120146-IgyjFNIwgdnN.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx120146-IgyjFNIwgdnN.jpg,,,,,True,True,False,False
120831,2010,3.0,train,True,183.0,42,0.0983606557377049,cold_0_25,Himitsukessha Taka no Tsume THE MOVIE 4: Kaspersky wo Motsu Otoko,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120831-WiWLSfhynXBO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b120831-WiWLSfhynXBO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b120831-WiWLSfhynXBO.jpg,,,,,False,True,False,False
121062,2010,4.0,train,True,1286.0,48,0.4370860927152318,warm_25_50,Chainsaw Maid Episode 0,Chainsaw Maid Episode Zero,Special Episode included on the <i>Chainsaw Maid</i> DVD.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b121062-TxeuVxlSnr2r.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b121062-TxeuVxlSnr2r.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b121062-TxeuVxlSnr2r.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/121062-WtO9XWcusXKP.jpg,bh-IGg9Vcoc,youtube,https://i.ytimg.com/vi/bh-IGg9Vcoc/hqdefault.jpg,True,True,True,True
121075,2011,4.0,train,True,75.0,43,0.0755395683453237,cold_0_25,Tobidase! Dokan-kun,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b121075-LYvTFKKD0uia.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b121075-LYvTFKKD0uia.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b121075-LYvTFKKD0uia.jpg,,,,,False,True,False,False
121235,2011,4.0,train,True,208.0,67,0.2302158273381295,cold_0_25,Tianxin Gege,Ori-Princess,"A Chinese prince meets a regular civilian during his travels and quickly falls in love. They marry and have a daughter, but the prince is soon separated from them during a rebellion. Many years later, the prince has become emperor and locates his lost daughter. She comes to live with him, but unfortunately has picked up several unrefined habits during her times as a civilian.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121235-8Fgwa7hTdrlv.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121235-8Fgwa7hTdrlv.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121235-8Fgwa7hTdrlv.png,,DZ7Ow9lLW50,youtube,https://i.ytimg.com/vi/DZ7Ow9lLW50/hqdefault.jpg,True,True,False,True
121714,2011,2.0,train,True,212.0,45,0.1533742331288343,cold_0_25,Ohayou Ninja-tai Gatchaman,,One-minute flash shorts based on Tatsunoko Production's classic science-fiction hero series Science Ninja Team Gatchaman aired during the NTV's Zip! television program on mornings.<br><br>(Source: AniDB),https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx121714-KZKcc4UbrtZM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx121714-KZKcc4UbrtZM.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx121714-KZKcc4UbrtZM.jpg,,,,,True,True,False,False
121835,2010,3.0,train,True,179.0,44,0.0901639344262295,cold_0_25,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b121835-f8XIMjaSe8bH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b121835-f8XIMjaSe8bH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b121835-f8XIMjaSe8bH.jpg,,,,,False,True,False,False
123349,2011,4.0,train,True,78.0,37,0.0863309352517985,cold_0_25,Retronix Symphony Betsu Vector Version,,"Alternative music video version directed and animated by Souta Sugahara, one of the three directors of the original music video, for the song <i>Retronix Symphony</i> by MOP of HEAD.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123349-xiF1TKy4eJB7.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123349-xiF1TKy4eJB7.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123349-xiF1TKy4eJB7.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/123349-9C9ewKkkEinI.jpg,UBhE0-vD2es,youtube,https://i.ytimg.com/vi/UBhE0-vD2es/hqdefault.jpg,True,True,True,True
123438,2011,,holdout_unknown,False,88.0,39,,,Ebe Pt01,,"Music video for <i>Ebe Pt01</i> by Joseph Nothing Orchestra, featuring art by Aya Takano.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx123438-oZwzzK6r8BqZ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx123438-oZwzzK6r8BqZ.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx123438-oZwzzK6r8BqZ.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/123438-kZYAZWHmcmVn.jpg,lJlqh5inyD4,youtube,https://i.ytimg.com/vi/lJlqh5inyD4/hqdefault.jpg,True,True,True,True
124439,2010,1.0,train,True,47.0,44,0.0510204081632653,cold_0_25,Net Miracle Shopping 2nd Season,,Second season of Net Miracle Shopping.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b124439-6Pb1tDNE3aAE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b124439-6Pb1tDNE3aAE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b124439-6Pb1tDNE3aAE.jpg,,,,,True,True,False,False
125920,2011,1.0,train,True,115.0,60,0.093103448275862,cold_0_25,Anomie,,Music video by amazarashi performing Anomie.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx125920-M1iv1lpoM7KD.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx125920-M1iv1lpoM7KD.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx125920-M1iv1lpoM7KD.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/125920-WchrcyPVEyWE.jpg,EEY56YhuOVE,youtube,https://i.ytimg.com/vi/EEY56YhuOVE/hqdefault.jpg,True,True,True,True
126111,2011,4.0,train,True,454.0,60,0.2949640287769784,warm_25_50,Sweet Devil,Sweet Devil,Music video for <i>Sweet Devil</i> by HachiojiP feat. Hatsune Miku.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126111-33WvmV0jwDRU.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126111-33WvmV0jwDRU.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126111-33WvmV0jwDRU.png,,atXcWO54Ek0,youtube,https://i.ytimg.com/vi/atXcWO54Ek0/hqdefault.jpg,True,True,False,True
126657,2011,3.0,train,True,173.0,44,0.1385135135135135,cold_0_25,Ashi,,"Music video for the song Ashi by Kuricorder Quartet that was featured on their album ""Hitsuji Dorobou"".",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126657-ppyC2lKVAmO5.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126657-ppyC2lKVAmO5.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126657-ppyC2lKVAmO5.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/126657-5YwfwlXInFEh.jpg,3aUynXexkac,youtube,https://i.ytimg.com/vi/3aUynXexkac/hqdefault.jpg,True,True,True,True
126668,2010,3.0,train,True,448.0,58,0.2868852459016393,warm_25_50,Electric Love,,Music video for Electric Love feat. Hatsune Miku by Hachioji-P.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx126668-aPHywM0muH6Y.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx126668-aPHywM0muH6Y.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx126668-aPHywM0muH6Y.png,,fWIbhwMDigM,youtube,https://i.ytimg.com/vi/fWIbhwMDigM/hqdefault.jpg,True,True,False,True
126669,2011,4.0,train,True,349.0,54,0.2733812949640288,warm_25_50,Baby Maniacs,,Music video for Baby Maniacs feat. Hatsune Miku by Hachioji-P.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx126669-D2X2OTKhCTsI.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx126669-D2X2OTKhCTsI.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx126669-D2X2OTKhCTsI.png,,ca7QqLHEiLA,youtube,https://i.ytimg.com/vi/ca7QqLHEiLA/hqdefault.jpg,True,True,False,True
126879,2011,3.0,train,True,91.0,35,0.0405405405405405,cold_0_25,Shiroishi no Yousei Pichi,,Short promotional videos made for Shiroishi City in Miyagi Prefecture.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126879-YLPqsduyzofU.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126879-YLPqsduyzofU.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126879-YLPqsduyzofU.jpg,,,,,True,True,False,False
126880,2010,1.0,train,True,160.0,44,0.1530612244897959,cold_0_25,Sugar Bunnies Fleur OVA,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126880-zDxcZ9MzmIrW.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126880-zDxcZ9MzmIrW.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126880-zDxcZ9MzmIrW.jpg,,,,,False,True,False,False
126885,2011,2.0,train,True,466.0,71,0.2269938650306748,cold_0_25,Hime Chen! Otogi Chikku Idol Lilpri (2011),,"Short episodes of Hime Chen! Otogi Chikku Idol Lilpri that aired as part of TV Tokyo's morning program block for children, Norinori♪Norisuta (のりのり♪のりスタ).",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126885-z0KODMuNssLJ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b126885-z0KODMuNssLJ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b126885-z0KODMuNssLJ.jpg,,,,,True,True,False,False
127355,2010,1.0,train,True,122.0,42,0.1224489795918367,cold_0_25,Uranof,,Short animation by Ryoji Yamada with the music of Takuya Sugiyama,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b127355-XDhUxcEKEfW6.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b127355-XDhUxcEKEfW6.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b127355-XDhUxcEKEfW6.jpg,,-ATbPBmbWp4,youtube,https://i.ytimg.com/vi/-ATbPBmbWp4/hqdefault.jpg,True,True,False,True
127358,2011,,holdout_unknown,False,123.0,47,,,"LaLaLa, BROTHERS",,"The way the everyday and the extraordinary constantly change in the environment around us and within ourselves. 
<br> <br>
Graduate work by Ryoji Yamada at Tama Art University 2011.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx127358-qMpIfPEYfrcD.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx127358-qMpIfPEYfrcD.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx127358-qMpIfPEYfrcD.jpg,,a3WxaPAoFEA,youtube,https://i.ytimg.com/vi/a3WxaPAoFEA/hqdefault.jpg,True,True,False,True
127979,2010,2.0,train,True,86.0,37,0.0656934306569343,cold_0_25,Greedy Steady,,Indie animation by HARUKA SUZUKI.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b127979-M235Pv8ouxeR.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b127979-M235Pv8ouxeR.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b127979-M235Pv8ouxeR.png,,fT7rnAeFgRs,youtube,https://i.ytimg.com/vi/fT7rnAeFgRs/hqdefault.jpg,True,True,False,True
129007,2011,1.0,train,True,226.0,74,0.2344827586206896,cold_0_25,Leia,,"Official music video for the song Leia with animation by 852-wa and music by Yuyoyuppe, performed by Luka Megurine.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129007-O4B1VYHNZfux.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx129007-O4B1VYHNZfux.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx129007-O4B1VYHNZfux.png,,NPU0O5mUJbs,youtube,https://i.ytimg.com/vi/NPU0O5mUJbs/hqdefault.jpg,True,True,False,True
129066,2011,1.0,train,True,632.0,62,0.3517241379310344,warm_25_50,BadBye,,"Official music video for the song <i>BadBye</i> with animation by Xueqing Shao and music by Koma'n, performed by Miku Hatsune.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b129066-y7C8NFDV90KD.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b129066-y7C8NFDV90KD.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b129066-y7C8NFDV90KD.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/129066-Z6kBPEPIssWk.jpg,DfC7mLXM5lI,youtube,https://i.ytimg.com/vi/DfC7mLXM5lI/hqdefault.jpg,True,True,True,True
129166,2011,3.0,train,True,227.0,38,0.1891891891891892,cold_0_25,Moer Zhuangyuan: Bing Shiji,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129166-Puyy8ht9v7wM.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx129166-Puyy8ht9v7wM.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx129166-Puyy8ht9v7wM.png,,,,,False,True,False,False
129212,2011,,holdout_unknown,False,72.0,50,,,Jijia Shou Shen 2,,The second seasons of <i>Jijia Shou Shen</i>.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129212-8wu622jEI0g3.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx129212-8wu622jEI0g3.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx129212-8wu622jEI0g3.png,,,,,True,True,False,False
