id,title_romaji,title_english,title_native,description,voice_actor_names,format,episodes,duration,meanScore,popularity,source,countryOfOrigin,isAdult,startDate_month,startDate_day,genres,studios,is_sequel,has_sequel,prequel_count,prequel_popularity_mean,prequel_meanScore_mean,release_year,release_quarter
20475,Sabagebu!,Sabagebu! - Survival Game Club!,さばげぶっ!,"Momoka's family moves a lot, so she's always ""that new girl"" and the schools she's attended have all blurred together. Until her first day at Aogiri High, that is, where she's rescued by an armed vigilante, assaulted by a platypus, and coerced into joining a secret organization of gun-toting female commandos. Okay, maybe that last one is really just the school's survival club, but the platypus is real and so are the extremes that club president Miou is willing to execute to recruit Momoka.<br>
<br>
Can uber-jaded Momoka's body armor-clad heart resist the charms of a girl who's all too ready to whip out her twin Desert Eagles in defense of another girl's virtue? Especially when it turns out that Momoka has her own talent for air pistols and senseless violence?<br>
<br>
(Source: Sentai Filmworks)",Ayaka Oohashi|Yumi Uchiyama|Rumi Ookubo|Lynn|Nao Touyama|Tesshou Genda|Souta Arai|Yoshimitsu Shimoyama|Binbin Takaoka|Mika Kanai|Eriko Matsui|Yui Horie|Kikuko Inoue|Aoi Yuuki,TV,12.0,23.0,71,39719.0,MANGA,JP,False,7.0,6.0,"[""Action"", ""Comedy"", ""Sports""]","[{""id"": 16753, ""isMain"": true, ""node"": {""id"": 6109, ""name"": ""Studio Signpost"", ""isAnimationStudio"": true}}, {""id"": 31300, ""isMain"": false, ""node"": {""id"": 23, ""name"": ""Bandai Visual"", ""isAnimationStudio"": false}}, {""id"": 31301, ""isMain"": false, ""node"": {""id"": 159, ""name"": ""Kodansha"", ""isAnimationStudio"": false}}, {""id"": 31302, ""isMain"": false, ""node"": {""id"": 1, ""name"": ""Studio Pierrot"", ""isAnimationStudio"": true}}, {""id"": 31303, ""isMain"": false, ""node"": {""id"": 104, ""name"": ""Lantis"", ""isAnimationStudio"": false}}, {""id"": 31304, ""isMain"": false, ""node"": {""id"": 6610, ""name"": ""Banpresto"", ""isAnimationStudio"": false}}, {""id"": 31305, ""isMain"": false, ""node"": {""id"": 6297, ""name"": ""Q-Tec"", ""isAnimationStudio"": false}}, {""id"": 31306, ""isMain"": false, ""node"": {""id"": 7104, ""name"": ""Nihon Narration Engi Kenkyuujo"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,3
20478,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Natsume's Book of Friends OVA,夏目友人帳 新作OVA いつかゆきのひに,"Natsume Yuujinchou OVA which will be aired on 5th February 2014.

The Blu-ray & DVD package will also includes the Chapter ~ SOUND THEATRE x Natsume's Book of Friends ~ gathering sound play which was held on September 28.
<br><br>
Natsume takes a walk to enjoy the first winter snow and happens upon a snow-woman youkai searching for something she's lost and but can't seem to remember. While she causes anything she touches to freeze and it’s unclear what she’s looking for, he decides to help her search.<br><br>(Source: ANN)",Hiroshi Kamiya|Ayumi Fujimura|Kazuhiko Inoue|Sanae Kobayashi|Akira Ishida|Kazuma Horie|Miyuki Sawashiro|Miki Itou|Eiji Itou|Ryouhei Kimura|Hisayoshi Suganuma|Junichi Suwabe|Sakiko Uran,OVA,1.0,23.0,81,16338.0,MANGA,JP,False,2.0,5.0,"[""Drama"", ""Fantasy"", ""Slice of Life"", ""Supernatural""]","[{""id"": 15314, ""isMain"": false, ""node"": {""id"": 17, ""name"": ""Aniplex"", ""isAnimationStudio"": false}}, {""id"": 15315, ""isMain"": true, ""node"": {""id"": 112, ""name"": ""Brain's Base"", ""isAnimationStudio"": true}}, {""id"": 15316, ""isMain"": false, ""node"": {""id"": 139, ""name"": ""NAS"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,1
20479,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",My Mental Choices Are Completely Interfering With My School Romantic Comedy OVA,俺の脳内選択肢が、学園ラブコメを全力で邪魔している OVA,Unaired TV episode bundled with the eighth volume of the Light Novel.,Jouji Nakata|Saeko Zougou|Saori Hayami|Ayumu Murase,OVA,1.0,24.0,68,17311.0,LIGHT_NOVEL,JP,False,5.0,20.0,"[""Comedy"", ""Romance""]","[{""id"": 15472, ""isMain"": false, ""node"": {""id"": 51, ""name"": ""diomed\u00e9a"", ""isAnimationStudio"": true}}, {""id"": 15473, ""isMain"": false, ""node"": {""id"": 315, ""name"": ""DAX Production"", ""isAnimationStudio"": false}}, {""id"": 15475, ""isMain"": false, ""node"": {""id"": 963, ""name"": ""MAGES."", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,2
20481,Little Busters! EX,Little Busters!: EX,リトルバスターズ！EX,"Does the new girl in Riki Naoe's life need his help, or is she actually trying to kill him? After a chance encounter on a rooftop brings the enigmatic Saya Tokido into the Little Busters' world, the only thing that's certain is that trouble is sure to follow. Riki now must also untangle a web of new mysteries that seem to be rooted in his own personal past! Who are the Dark Executives, why do they want to keep Saya and Riki apart, and what is the nature of the secret treasure that Saya seeks? Sometimes, answers lead to even more questions in LITTLE BUSTERS! EX!<br><br>(Source: Sentai Filmworks, edited)",Yui Horie|Shannon Emerick|Natsumi Yanase|Keiko Suzuki|Naomi Wakabayashi|Ryouko Tanaka|Yuiko Tatsumi|Hikaru Midorikawa|Blake Shepard|Nobutoshi Kanna|Yuusei Oda|Genevieve Simmons|Sora Tokui|Allison Sumrall|Youko Honda|Tomoe Tamiyasu|Harumi Sakurai|Hilary Haag|Eimi Okada|Noriko Aoki,SPECIAL,8.0,24.0,75,14379.0,VISUAL_NOVEL,JP,False,1.0,29.0,"[""Comedy"", ""Drama"", ""Romance"", ""Slice of Life"", ""Supernatural""]","[{""id"": 15565, ""isMain"": true, ""node"": {""id"": 7, ""name"": ""J.C.STAFF"", ""isAnimationStudio"": true}}, {""id"": 15566, ""isMain"": false, ""node"": {""id"": 66, ""name"": ""Key"", ""isAnimationStudio"": false}}, {""id"": 15567, ""isMain"": false, ""node"": {""id"": 376, ""name"": ""Sentai Filmworks"", ""isAnimationStudio"": false}}, {""id"": 15568, ""isMain"": false, ""node"": {""id"": 415, ""name"": ""Warner Bros. Japan"", ""isAnimationStudio"": false}}, {""id"": 29504, ""isMain"": false, ""node"": {""id"": 203, ""name"": ""Visual Arts"", ""isAnimationStudio"": false}}]",True,False,1,34489.0,80.0,2014,1
20483,Mikakunin de Shinkoukei,Engaged to the Unidentified,未確認で進行形,"Not every girl gets what she wants on her 16th birthday, but Kobeni's gift is something she never saw coming: an arranged marriage! Thanks to her late grandfather, Kobeni's been engaged to a total stranger since childhood, and even though she's supposedly met him she doesn't remember a single thing about him. Even weirder is that both her Mom and creepily over-doting sister, Benio, seem completely unsurprised when the groom-to-be, Hakuya, and his younger sister, Mashiro, show up on the family's doorstep to move in with them!<br>
<br>
But it's not until they start attending Kobeni's school that things take an even stranger turn after she starts to pick up some very... unusual vibes from her potential future family. From Mashiro's obsession with aliens and UMAs (Unidentified Mysterious Animals) to Hakuya's disconcerting lack of emotion, there's something very off about them that Kobeni can't quite put her finger on. What has her grandfather gotten her into, and how does this relate to the strange gap in Kobeni's memory?<br>
<br>
(Source: Sentai Filmworks)",Yuuri Yoshida|Wataru Hatano|Haruka Terui|Eriko Matsui|Yui Watanabe|Saki Fujita|Asuka Kakumoto|Aimi|Yuri Komagata|Ayane Sakura,TV,12.0,23.0,71,95366.0,MANGA,JP,False,1.0,9.0,"[""Comedy"", ""Romance"", ""Slice of Life""]","[{""id"": 15318, ""isMain"": true, ""node"": {""id"": 95, ""name"": ""Doga Kobo"", ""isAnimationStudio"": true}}, {""id"": 15635, ""isMain"": false, ""node"": {""id"": 245, ""name"": ""Toho"", ""isAnimationStudio"": false}}, {""id"": 15636, ""isMain"": false, ""node"": {""id"": 315, ""name"": ""DAX Production"", ""isAnimationStudio"": false}}, {""id"": 35854, ""isMain"": false, ""node"": {""id"": 376, ""name"": ""Sentai Filmworks"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,1
20485,Yama no Susume: Second Season,Encouragement of Climb Season 2,ヤマノススメ セカンドシーズン,"The second season of <i>Yama no Susume</i>.<br>
<br>
Continuing their treks through the high peaks of Japan, the mountaineering girls are back for more! First-year high school student Aoi Yukimura, a shy girl with a fear of heights, and her wildly energetic friend Hinata Kuraue set out once again to conquer the perils of backyard camping trips, summer homework, and even a climb on the mountain of their dreams. Joined by middle school student Kokona Aoba and their knowledgeable upperclassman Kaede Saitou, the squad members are ready to take on whatever slopes and challenges they might face, no matter how steep.<br>
<br>
Through their shared hobby of mountain climbing, they bond closer than ever and even make new friends on trails all over the country. Whether it is just a local hill or the tallest mountain around, nothing is too much for Aoi and the crew to handle. They will climb, stumble, and rise to even greater heights together!<br>
<br>
(Source: MAL Rewrite)",Yuka Iguchi|Jocelyn Robles|Youko Hikasa|Nycolle González|Kana Asumi|Cynthia Chong|Yui Ogura|Nayeli Mendoza|Seirou Ogino|Rolando de Castro|Aya Hisakawa|Erika Rendón|Yuuko Gibu|Valentina Souza|Risa Hayamizu|Yui Makino|Fuminori Komatsu|Nao Touyama|Karen Vallejo|Yoku Shioya|Atsushi Imaruoka,TV_SHORT,24.0,14.0,76,14686.0,MANGA,JP,False,7.0,9.0,"[""Adventure"", ""Comedy"", ""Slice of Life""]","[{""id"": 15421, ""isMain"": false, ""node"": {""id"": 925, ""name"": ""Earth Star Entertainment"", ""isAnimationStudio"": false}}, {""id"": 15776, ""isMain"": true, ""node"": {""id"": 4418, ""name"": ""8-bit"", ""isAnimationStudio"": true}}, {""id"": 25292, ""isMain"": false, ""node"": {""id"": 6259, ""name"": ""TOKYO MX"", ""isAnimationStudio"": false}}, {""id"": 25293, ""isMain"": false, ""node"": {""id"": 6339, ""name"": ""Good Smile Company"", ""isAnimationStudio"": false}}, {""id"": 25294, ""isMain"": false, ""node"": {""id"": 6308, ""name"": ""Radio Osaka"", ""isAnimationStudio"": false}}, {""id"": 25295, ""isMain"": false, ""node"": {""id"": 6764, ""name"": ""Jinnan Studio"", ""isAnimationStudio"": false}}, {""id"": 25296, ""isMain"": false, ""node"": {""id"": 6765, ""name"": ""Ashisuto"", ""isAnimationStudio"": false}}, {""id"": 25297, ""isMain"": false, ""node"": {""id"": 6763, ""name"": ""Yomiuri TV Enterprise"", ""isAnimationStudio"": false}}, {""id"": 25298, ""isMain"": false, ""node"": {""id"": 6766, ""name"": ""TSUTAYA"", ""isAnimationStudio"": false}}]",True,True,1,32634.0,67.0,2014,3
20486,Z/X IGNITION,Z/X IGNITION,Z/X IGNITION,"In the not-so-distant future, five portals suddenly appeared acting as gateways to alternative worlds. However, these five worlds are actually the same world, but in different timelines. As the situation becomes increasingly dire, the inhabitants of each world will stop at nothing to ensure the survival of their own timeline, even at the expense of the other timelines. The key to survival lies in one card-shaped device...
<br><br>
(Source: TMS Entertainment USA) ",Yurika Endou|Mao Ichimichi|Kazuhiko Inoue|Aya Uchida|Hiro Shimono|Yui Ogura|Yuuichi Nakamura|Hisako Kanemoto|Maaya Uchida|Miyuki Sawashiro|Satomi Satou|Satomi Akesaka,TV,12.0,23.0,59,8115.0,OTHER,JP,False,1.0,10.0,"[""Adventure"", ""Fantasy"", ""Sci-Fi""]","[{""id"": 15383, ""isMain"": false, ""node"": {""id"": 6057, ""name"": ""Nippon Ichi Software"", ""isAnimationStudio"": false}}, {""id"": 23989, ""isMain"": true, ""node"": {""id"": 94, ""name"": ""Telecom Animation Film"", ""isAnimationStudio"": true}}, {""id"": 23990, ""isMain"": false, ""node"": {""id"": 144, ""name"": ""Pony Canyon"", ""isAnimationStudio"": false}}, {""id"": 23991, ""isMain"": false, ""node"": {""id"": 64, ""name"": ""Sotsu"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,1
20487,Gatchaman Crowds insight,Gatchaman Crowds insight,ガッチャマン クラウズ インサイト,"We want to know about ourselves<br>
About the fact there is no ""society"" in our ""country""<br>
About ""society"" and ""people"" living in different worlds<br>
<br>
Feeling and reason<br>
What is crucial is ""thinking,"" not ""worrying""<br>
<br>
Modern people are too ""fast"" — we breath shallow and quick<br>
""We"" are terrible at being slow and deep
<br><br>
(Source: Anime News Network)",Mamoru Miyano|David Wald|Maaya Uchida|Jessica Calvello|Ryouta Oosaka|Corey Hartzog|Daisuke Namikawa|Ty Mahany|Daisuke Hosomi|Clint Bickham|Aya Hirano|Luci Christian|Katsuji Mori|Leraldo Anzaldua|Ayumu Murase|Shannon Emerick|Kotori Koiwai|Carli Mosier|Kana Hanazawa|Tomokazu Sugita|Chris Patton|Bryson Baugus|Kaori Ishihara|Chelsea Ryan McCurdy|Kenji Nomura|Hiroshi Yanaka|Kouji Yusa|Yuuichirou Umehara,TV,12.0,23.0,71,18282.0,ORIGINAL,JP,False,7.0,5.0,"[""Action"", ""Adventure"", ""Sci-Fi""]","[{""id"": 15436, ""isMain"": true, ""node"": {""id"": 103, ""name"": ""Tatsunoko Production"", ""isAnimationStudio"": true}}]",True,False,1,7549.0,68.0,2015,3
20488,"Inari, Konkon, Koi Iroha.",Inari Kon Kon,いなり、こんこん、恋いろは。,"Fushimi Inari is a shy, not-so-bright middle school girl living in Kyoto's Fushimi ward. She has a crush on her classmate Tanbabashi, but cannot express her feelings. One day, as thanks for helping a fox pup, the deity Ukanomitamanokami grants her the ability to change her form.",Naomi Oozora|Houko Kuwashima|Hiroshi Okamoto|Takehito Koyasu|Iori Nomizu|Shiori Mikami|Kumiko Watanabe|Youji Ueda|Sayuri Hara|Satoshi Hino|Natsuki Hanae|Kaori Sadohara|Subaru Tougou|Yasuhiro Fujiwara|Masako Isobe,TV,10.0,24.0,70,37096.0,MANGA,JP,False,1.0,16.0,"[""Comedy"", ""Romance"", ""Supernatural""]","[{""id"": 15366, ""isMain"": true, ""node"": {""id"": 4420, ""name"": ""Production IMS"", ""isAnimationStudio"": true}}, {""id"": 15367, ""isMain"": false, ""node"": {""id"": 464, ""name"": ""flying DOG"", ""isAnimationStudio"": false}}, {""id"": 15368, ""isMain"": false, ""node"": {""id"": 315, ""name"": ""DAX Production"", ""isAnimationStudio"": false}}]",False,True,0,0.0,0.0,2014,1
20490,Strange+,Strange+,ストレンジ・プラス,"The story begins with a teenaged boy named Kou who came to the slums to search for Takumi, his missing big brother who ran away years ago. The brothers reunite, and it turns out that Takumi now heads the Mikuni Detective Agency. Kou wants to bring Takumi back, but he doesn't want go back home himself. So, he starts working at the agency, doing odds and ends.
<br><br>
(Source: Anime News Network)",Tomokazu Seki|Jun Fukuyama|Ryoutarou Okiayu|Satsuki Yukino|Katsuyuki Konishi|Sayako Toujou,TV_SHORT,12.0,4.0,55,7663.0,MANGA,JP,False,1.0,10.0,"[""Comedy"", ""Slice of Life""]","[{""id"": 15321, ""isMain"": true, ""node"": {""id"": 541, ""name"": ""Seven"", ""isAnimationStudio"": true}}, {""id"": 15482, ""isMain"": false, ""node"": {""id"": 615, ""name"": ""Dream Creation"", ""isAnimationStudio"": false}}, {""id"": 15483, ""isMain"": false, ""node"": {""id"": 315, ""name"": ""DAX Production"", ""isAnimationStudio"": false}}]",False,True,0,0.0,0.0,2014,1
20492,Kiniro no Corda: Blue♪Sky,La corda d’oro -Blue Sky-,金色のコルダ Blue♪Sky,"While being called a ""genius violinist,"" high school sophomore Kanade Kohinata feels herself entering a plateau period and difficult to improve her musical achievements. She reunited with his childhood friend Ritsu Kisaragi at his concert and met his younger brother Kyoya. Ritsu, in a forceful manner, asked both Kanade and Kyoya to transfer to his school, Seiso Academy, to prepare for the upcoming national musical competition. Kanade's relationships with Kisaragi brothers and other handsome young men shall create more than just a few ripples in her heart.<br><br>(Source: Anime News Network)",Kishou Taniyama|Masakazu Morita|Kaori Mine|Jun Fukuyama|Reiko Takagi|Katsuyuki Konishi|Kaori Mizuhashi|Daisuke Kishio|Yuuya Uchida|Yuki Masuda|Satoshi Hino|Hideo Ishikawa|Kentarou Itou|Kenyuu Horiuchi|Mamoru Miyano|Susumu Chiba|Banjou Ginga|Yoshimasa Hosoya|Keiichiro Yamamoto|Sayaka Oohara|Hiroaki Miura|Risa Shimizu,TV,12.0,23.0,59,4799.0,VISUAL_NOVEL,JP,False,4.0,6.0,"[""Drama"", ""Music"", ""Romance""]","[{""id"": 15448, ""isMain"": false, ""node"": {""id"": 241, ""name"": ""Koei"", ""isAnimationStudio"": true}}, {""id"": 15578, ""isMain"": true, ""node"": {""id"": 333, ""name"": ""TYO Animations"", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2014,2
20494,Noragami OVA,Noragami OVA,ノラガミ OAD,"Hiyori Iki is excited to start high school alongside her two middle school friends, but ""Delivery God"" Yato seems to have other plans for the day. Will Hiyori be able to make a good impression on her first day? Or will Yato cost her a happy high school life?<br>
<br>
On another day, Hiyori decides to take advantage of the beautiful weather and invites a number of people to gaze at the cherry blossoms, including the fearsome combat god, Bishamon. But how long will their blissful day last when Yato and his old rival Bishamon start to drink together?<br>
<br>
(Source: MAL Rewrite)<br>
<br>
<i>Note: Bundled with the 10th and 11th limited-edition volumes of the manga.</i>",Hiroshi Kamiya|Maaya Uchida|Yuuki Kaji|Miyuki Sawashiro|Jun Fukuyama|Aki Toyosaki|Tooru Ookawa|Daisuke Ono|Rie Kugimiya|Hisako Toujou|Kanami Satou|Kazuhiko Inoue|Ari Ozawa|Yuuko Takayama|Asami Imai|Saori Hayami|Shinya Takahashi|Satomi Akesaka|Mao Ichimichi|Himika Akaneya|Shiori Izawa|Minami Takahashi|Natsuki Hanae|Miki Itou,OVA,2.0,24.0,75,74282.0,MANGA,JP,False,2.0,17.0,"[""Action"", ""Adventure"", ""Comedy"", ""Supernatural""]","[{""id"": 15327, ""isMain"": true, ""node"": {""id"": 4, ""name"": ""bones"", ""isAnimationStudio"": true}}, {""id"": 15328, ""isMain"": false, ""node"": {""id"": 52, ""name"": ""Avex Entertainment"", ""isAnimationStudio"": false}}]",False,False,0,0.0,0.0,2014,1
20496,Sekai Seifuku: Bouryaku no Zvezda,World Conquest Zvezda Plot,世界征服～謀略のズヴィズダー～,"What does it take to conquer the world?! Every leader of the past has thought of it... but all they have done was to merely dream of its greatness. World domination... nobody has been able to achieve it. Until one little girl by the name of Kate Hoshimiya came along. Kate Hoshimiya will shock the world! How was she able to carry out such a magnificent stunt? So frightful! So glorious! Could this be... the Zvezda Plot?! Let the light of our great Zvezda shine upon this land far and wide!
<br><br>
(Source: Aniplex USA)",Misaki Kuno|Natsuki Hanae|Kana Hanazawa|Erii Yamazaki|Kousuke Toriumi|Mariya Ise|Minoru Hirota|Mao Ichimichi|Maaya Sakamoto|Minako Kotobuki,TV,12.0,24.0,68,35283.0,ORIGINAL,JP,False,1.0,12.0,"[""Action"", ""Comedy"", ""Fantasy""]","[{""id"": 15330, ""isMain"": true, ""node"": {""id"": 561, ""name"": ""A-1 Pictures"", ""isAnimationStudio"": true}}, {""id"": 15331, ""isMain"": false, ""node"": {""id"": 17, ""name"": ""Aniplex"", ""isAnimationStudio"": false}}, {""id"": 36519, ""isMain"": false, ""node"": {""id"": 6579, ""name"": ""Ichijinsha"", ""isAnimationStudio"": false}}, {""id"": 36520, ""isMain"": false, ""node"": {""id"": 166, ""name"": ""Movic"", ""isAnimationStudio"": false}}, {""id"": 36521, ""isMain"": false, ""node"": {""id"": 53, ""name"": ""Dentsu"", ""isAnimationStudio"": false}}, {""id"": 36522, ""isMain"": false, ""node"": {""id"": 143, ""name"": ""Mainichi Broadcasting System"", ""isAnimationStudio"": false}}, {""id"": 36523, ""isMain"": false, ""node"": {""id"": 703, ""name"": ""Notes"", ""isAnimationStudio"": false}}]",False,True,0,0.0,0.0,2014,1
20497,Non Non Biyori: Okinawa e Ikukoto ni Natta,Non Non Biyori: Okinawa e Ikukoto ni Natta,のんのんびより 沖縄へ行くことになった,"Suguru wins some tickets to Okinawa in a shopping mall lottery, so the whole gang plan to go on a trip there. To prepare for the trip, the girls practise being on an aeroplane and go to a convenience store to buy some travel things. Meanwhile, Renge is very thoughtful about how the trip may change her view on the world, spending the evening before the trip giving her farewells to the countryside. The next day, everyone sets off on their flight to Okinawa...<br>
<br>
<i>Note: An unaired episode bundled with the seventh volume of the manga.</i>",Rie Murakawa|Ayane Sakura|Kana Asumi|Kotori Koiwai|Ryouko Shintani|Rina Satou|Kaori Nazuka|Misato Fukuen,OVA,1.0,21.0,75,20846.0,MANGA,JP,False,7.0,23.0,"[""Slice of Life""]","[{""id"": 15332, ""isMain"": false, ""node"": {""id"": 108, ""name"": ""Media Factory"", ""isAnimationStudio"": false}}, {""id"": 16235, ""isMain"": true, ""node"": {""id"": 300, ""name"": ""SILVER LINK."", ""isAnimationStudio"": true}}]",False,False,0,0.0,0.0,2014,3
20498,Puchimas!!: Petit Petit iDOLM@STER,Puchimas!!: Petit Petit iDOLM@STER,ぷちます！！プチプチ・アイドルマスター,"From the popular game ""THE IDOLM@STER"", comes a petit spinoff cute and soothing 4-koma! The setting is the same 765 Production from the games.",Eriko Nakamura|Hiromi Hirata|Mayako Nigo|Rie Kugimiya|Azumi Asakura|Naomi Wakabayashi|Chiaki Takahashi|Akiko Hasegawa|Asami Imai|Asami Shimoda|Tooru Ookawa|Yumi Hara|Manami Numakura|Juri Takita,ONA,74.0,2.0,70,2838.0,MANGA,JP,False,4.0,1.0,"[""Comedy"", ""Music""]","[{""id"": 15333, ""isMain"": true, ""node"": {""id"": 400, ""name"": ""Gathering"", ""isAnimationStudio"": false}}]",True,False,1,4459.0,69.0,2014,2
